,day,hour,num_users,karma
73,3.0,1.0,1.0,0.0
74,3.0,2.0,1.0,0.0
75,3.0,3.0,1.0,0.0
76,3.0,4.0,1.0,0.0
77,3.0,5.0,1.0,0.0
78,3.0,6.0,1.0,0.0
79,3.0,7.0,1.0,0.0
80,3.0,8.0,1.0,0.0
81,3.0,9.0,65.0,43.0
82,3.0,10.0,1.0,0.0
83,3.0,11.0,60.0,3.0
84,3.0,12.0,1.0,0.0
85,3.0,13.0,1.0,0.0
86,3.0,14.0,70.0,-1.0
87,3.0,15.0,1.0,0.0
88,3.0,16.0,1.0,0.0
89,3.0,17.0,1.0,0.0
90,3.0,18.0,1.0,0.0
91,3.0,19.0,1.0,0.0
92,3.0,20.0,63.0,1.0
93,3.0,21.0,1.0,0.0
94,3.0,22.0,1.0,0.0
95,3.0,23.0,1.0,0.0
96,4.0,0.0,1.0,0.0
97,4.0,1.0,65.0,3.0
98,4.0,2.0,1.0,0.0
99,4.0,3.0,1.0,0.0
100,4.0,4.0,1.0,0.0
101,4.0,5.0,1.0,0.0
102,4.0,6.0,79.0,11.0
103,4.0,7.0,87.0,-1.5
104,4.0,8.0,92.0,6.0
105,4.0,9.0,95.0,2.0
106,4.0,10.0,1.0,0.0
107,4.0,11.0,1.0,0.0
108,4.0,12.0,1.0,0.0
109,4.0,13.0,121.0,51.0
110,4.0,14.0,1.0,0.0
111,4.0,15.0,1.0,0.0
112,4.0,16.0,1.0,0.0
113,4.0,17.0,1.0,0.0
114,4.0,18.0,1.0,0.0
115,4.0,19.0,72.0,1.0
116,4.0,20.0,1.0,0.0
117,4.0,21.0,1.0,0.0
118,4.0,22.0,1.0,0.0
119,4.0,23.0,76.0,6.0
120,5.0,0.0,76.0,44.0
121,5.0,1.0,1.0,0.0
122,5.0,2.0,1.0,0.0
123,5.0,3.0,51.0,61.0
124,5.0,4.0,1.0,0.0
125,5.0,5.0,1.0,0.0
126,5.0,6.0,1.0,0.0
127,5.0,7.0,1.0,0.0
128,5.0,8.0,1.0,0.0
129,5.0,9.0,117.0,7.0
130,5.0,10.0,1.0,0.0
131,5.0,11.0,1.0,0.0
132,5.0,12.0,1.0,0.0
133,5.0,13.0,1.0,0.0
134,5.0,14.0,1.0,0.0
135,5.0,15.0,1.0,0.0
136,5.0,16.0,1.0,0.0
137,5.0,17.0,1.0,0.0
138,5.0,18.0,1.0,0.0
139,5.0,19.0,1.0,0.0
140,5.0,20.0,1.0,0.0
141,5.0,21.0,1.0,0.0
142,5.0,22.0,1.0,0.0
143,5.0,23.0,1.0,0.0
144,6.0,0.0,1.0,0.0
145,6.0,1.0,61.0,9.0
146,6.0,2.0,58.0,24.0
147,6.0,3.0,1.0,0.0
148,6.0,4.0,1.0,0.0
149,6.0,5.0,1.0,0.0
150,6.0,6.0,1.0,0.0
151,6.0,7.0,1.0,0.0
152,6.0,8.0,1.0,0.0
153,6.0,9.0,1.0,0.0
154,6.0,10.0,1.0,0.0
155,6.0,11.0,1.0,0.0
156,6.0,12.0,1.0,0.0
157,6.0,13.0,1.0,0.0
158,6.0,14.0,63.0,34.0
159,6.0,15.0,1.0,0.0
160,6.0,16.0,1.0,0.0
161,6.0,17.0,1.0,0.0
162,6.0,18.0,1.0,0.0
163,6.0,19.0,1.0,0.0
164,6.0,20.0,86.0,19.5
165,6.0,21.0,1.0,0.0
166,6.0,22.0,1.0,0.0
167,6.0,23.0,1.0,0.0
